Population,State,County,electricity (kWh),Nat. Gas (cu.ft.),FUELOIL (gallons),Vehicle miles traveled,Transport (tCO2e/yr),Housing (tCO2e/yr),Food (tCO2e/yr),Goods (tCO2e/yr),Services (tCO2e/yr),Total Household Carbon Footprint (tCO2e/yr),Households,Total County Carbon Footprint (tCO2e/yr)
117817,IN,DELAWARE ,11266.22039,55360.37412,9.69392678,23136.9473,15.68407353,16.01828173,7.128950491,4.716639897,5.21717831,48.76512396,50633.0,2469124.521
71601,IN,WAYNE ,10958.91029,48431.08429,79.28662318,23252.70167,15.69949797,16.25994241,7.272791302,4.659363523,5.122967952,49.01456316,30696.0,1504551.031
30643,IN,JEFFERSON ,11006.73702,35234.10825,24.47614212,25135.76735,16.98570651,14.69113529,7.412979147,4.887751841,5.416343537,49.39391633,12979.0,641083.64
72678,IN,GRANT ,11399.49155,54114.57368,16.43484128,24019.93214,16.23507465,16.20759372,7.328009164,4.777292342,5.272015579,49.81998546,30259.0,1507502.94
18747,IN,ORANGE ,11516.61239,38507.51457,25.64157481,26734.39606,17.7269369,15.33447815,7.489795167,4.537451045,4.925989778,50.01465105,8078.0,404018.3511
47597,IN,LAWRENCE ,11461.22116,40011.14801,11.14464184,26476.4136,17.73404103,15.16129394,7.36494548,4.770688178,5.256425336,50.28739396,21205.0,1066344.189
16445,IN,VERMILLION ,11443.94516,46243.78698,17.51551005,26394.33062,17.61492242,15.66529982,7.321311645,4.644368592,5.09605278,50.34195526,7250.0,364979.1756
14130,IN,BLACKFORD ,11188.33027,46515.11993,18.19844623,26809.31599,17.86353603,15.58855135,7.346067941,4.654607858,5.098186731,50.55094991,6143.0,310534.4853
98135,IN,CLARK ,11674.58044,44787.57637,12.87036925,24689.35176,16.8097821,15.70978144,7.387211189,5.051093126,5.632208478,50.59007633,41781.0,2113703.979
32929,IN,GREENE ,11782.64371,43479.65082,26.10137885,27267.3598,18.12181493,15.8740307,7.309716056,4.598460285,5.033301916,50.93732388,14978.0,762939.2371
8486,IN,SWITZERLAND ,11161.47114,28372.12306,56.65530918,27353.45027,18.25911539,14.72148105,7.77413976,4.878138173,5.3287973,50.96167167,4009.0,204305.3417
11493,IN,CRAWFORD ,11497.41619,29130.455,41.04846231,29099.92578,19.21440495,14.86915215,7.665539024,4.659583628,5.051311464,51.45999121,5419.0,278861.6924
33892,IN,STEUBEN ,12339.57149,49210.40539,25.86781589,23205.62248,16.02543746,16.75218588,7.60550897,5.313997121,5.953007072,51.6501365,17726.0,915550.3196
26606,IN,SCOTT ,11504.72597,34473.17534,21.84457921,28509.90904,18.91468977,15.01099138,7.783821694,4.778448849,5.200847281,51.68879897,11249.0,581447.2996
22021,IN,SULLIVAN ,12007.89918,43698.94599,40.98060808,27407.55665,18.1874906,16.31169003,7.513630171,4.633447436,5.042748792,51.68900703,8903.0,460187.2296
25715,IN,FAYETTE ,11455.29215,52888.23095,40.97790347,25902.4035,17.48553873,16.42436588,7.377875559,4.944865219,5.486136795,51.71878218,11036.0,570768.4801
132309,IN,MADISON ,11947.28785,61097.43608,10.95340568,24788.22192,16.8519282,17.04220605,7.270851643,4.993816232,5.570427562,51.72922968,57029.0,2950066.239
28103,IN,RANDOLPH ,11538.06787,47604.08834,33.78625464,27568.71587,18.3314905,16.19213665,7.44640074,4.669555911,5.110965729,51.75054953,12063.0,624266.879
16389,IN,PARKE ,12192.70239,42160.45868,21.70762004,27144.4154,18.1624059,16.05987517,7.482494966,4.800445135,5.295191331,51.8004125,7000.0,362602.8875
43124,IN,JACKSON ,11420.83095,37795.70992,27.27060835,27303.51542,18.3697762,15.22328971,7.63983559,5.025682115,5.56997207,51.82855568,17934.0,929493.3176
27504,IN,DAVIESS ,12684.27128,46430.64278,37.55051597,25587.40714,17.02315821,16.99407262,8.079917103,4.697965878,5.054521978,51.84963579,11073.0,574131.0171
18041,IN,PERRY ,12583.35422,46482.23042,4.809533915,26970.98431,18.03270075,16.48585434,7.351341943,4.756856596,5.240489775,51.86724341,7798.0,404460.7641
86164,IN,HOWARD ,12356.82377,62288.87636,5.068910357,23476.91252,16.19901193,17.41068423,7.247110974,5.23379115,5.895641128,51.98623942,38125.0,1981975.378
12233,IN,MARTIN ,12045.68898,36867.17989,34.72104419,27522.23747,18.40346742,15.74699971,7.707707022,4.877584486,5.364101014,52.09985965,5363.0,279411.5473
26140,IN,JENNINGS ,10886.93802,27932.70406,45.77328215,28929.57039,19.33124121,14.34253146,8.006668324,5.082188262,5.580892067,52.34352132,10854.0,568136.5804
12377,IN,PIKE ,12040.53091,38297.17037,27.21703719,29345.66753,19.44691971,15.7383877,7.433763432,4.699364224,5.154337587,52.47277265,5402.0,283457.9179
21666,IN,OWEN ,11778.78606,32329.91712,29.0885461,29115.24693,19.3436205,15.16001624,7.814783993,4.850069596,5.307466729,52.47595706,9626.0,505133.5626
22643,IN,JAY ,11692.09006,47569.61872,24.3595742,27783.64925,18.50406292,16.19868817,7.727133772,4.81844667,5.264343752,52.51267528,9448.0,496139.756
273864,IN,ST JOSEPH ,12659.77943,69620.22372,6.094942162,23164.11036,15.93078883,18.15791599,7.563339322,5.178150691,5.784764993,52.61495983,110936.0,5836893.184
19669,IN,FULTON ,12317.68104,51509.75034,25.9229796,26489.17134,17.78683335,16.95528445,7.600742285,4.913433639,5.409001806,52.66529553,8676.0,456924.104
26573,IN,CLAY ,11874.10888,38710.18075,50.02012687,28144.48967,18.76734249,15.98563266,7.702992511,4.874322634,5.344944205,52.6752345,11262.0,593228.4909
37845,IN,MONTGOMERY ,11814.69746,45656.29463,50.75991794,26370.69306,17.86651228,16.48895791,7.505065398,5.120725593,5.707412533,52.68867371,15753.0,830004.6769
25609,IN,WASHINGTON ,11706.39775,31966.47665,37.52760659,29402.4113,19.49694517,15.24070953,7.856772619,4.846620672,5.284197245,52.72524524,10442.0,550557.0108
38906,IN,PUTNAM ,11608.62095,35926.68312,48.35506069,28507.66877,19.06187207,15.5505851,7.667968694,4.97231655,5.485149288,52.73789171,14757.0,778253.0679
487711,IN,LAKE ,12573.76296,71605.55626,4.792859061,22568.16502,15.56344276,18.13629976,7.934117766,5.285119139,5.868844278,52.7878237,196137.0,10353645.38
36419,IN,MIAMI ,12246.25642,56194.60697,31.78731161,25744.58206,17.41233831,17.30816918,7.523969357,5.000749635,5.55160477,52.79683125,15585.0,822838.6151
7397,IN,BROWN ,11842.4236,31399.05089,33.14915685,29334.0,19.74834947,15.24078386,7.14,5.148423388,5.781262706,53.05881942,3517.0,186607.8679
32684,IN,GIBSON ,12730.05825,46467.77675,16.31777842,27732.85966,18.58307536,16.73519567,7.450993452,4.916154317,5.438607466,53.12402627,14126.0,750429.9951
14149,IN,PULASKI ,12340.60023,47010.47796,23.35944221,28310.26468,18.79011999,16.69069927,7.809441657,4.783058595,5.202942653,53.27626216,6058.0,322747.5962
27781,IN,WHITE ,13045.32414,57963.75289,13.0918625,25199.05367,17.11136241,17.78107652,7.637996112,5.098409419,5.659262698,53.28810717,13749.0,732658.1854
108511,IN,LA PORTE ,12871.01663,69659.8904,7.554819198,23904.56813,16.37995744,18.34859282,7.599897338,5.187823144,5.786952009,53.30322275,44588.0,2376684.096
68925,IN,FLOYD ,12110.63409,44269.74107,14.02243604,26644.97439,18.17436451,16.15732527,7.616517084,5.361495046,6.020062201,53.32976411,28431.0,1516218.523
40860,IN,CASS ,12636.91063,61303.12977,18.95370374,25948.85475,17.50229435,17.83158339,7.595835536,4.979427944,5.503374537,53.41251575,16569.0,884991.9735
35470,IN,WABASH ,12244.41846,53945.13518,29.66016354,27041.41505,18.20964601,17.16548206,7.514047646,5.00202949,5.552340806,53.443546,14229.0,760448.2161
25401,IN,DECATUR ,12054.81953,41612.05706,16.97270241,28315.89193,18.99647352,15.96846511,7.778177631,5.08786549,5.622687478,53.45366924,10304.0,550786.6078
49446,IN,HENRY ,12196.42392,54318.62189,32.41294926,28000.74558,18.77257284,17.14454149,7.384682684,4.939310537,5.478826086,53.71993364,20942.0,1125002.85
330392,IN,ALLEN ,12794.50938,63853.88218,6.828260874,24160.00665,16.67417277,17.99619278,7.666542259,5.423020517,6.093718687,53.85364701,138344.0,7450328.942
70883,IN,BARTHOLOMEW ,12437.34569,49850.08845,11.77438826,26826.3826,18.27213639,16.74577227,7.583303613,5.329211258,5.982487948,53.91291148,29654.0,1598733.477
20851,IN,FOUNTAIN ,12222.78676,45627.66599,31.0799962,29119.35547,19.41919885,16.56125146,7.633072754,4.948913666,5.449961986,54.01239872,8865.0,478819.9146
17784,IN,RUSH ,11751.74516,45857.21963,46.69967644,29334.13209,19.51935797,16.41521553,7.833847841,4.927958196,5.405441283,54.10182083,7123.0,385367.2697
71389,IN,KOSCIUSKO ,13026.29117,57885.54239,10.35133686,25444.33458,17.35423648,17.76099023,7.956088753,5.321575037,5.916863609,54.30975411,31247.0,1697016.887
33251,IN,ADAMS ,12396.14849,47675.34203,35.48929025,27321.82416,18.31249801,16.95200158,8.516351388,5.161785255,5.617510204,54.56014644,12313.0,671799.0831
35070,IN,CLINTON ,12467.84048,53382.20136,34.88259371,27627.46601,18.57391504,17.35457299,7.926088109,5.110747951,5.641868284,54.60719238,13697.0,747954.714
40497,IN,SHELBY ,12103.65875,44488.57284,40.64598474,28471.97708,19.23885644,16.45146281,7.733255797,5.295693909,5.916151684,54.63542065,16529.0,903068.8679
33259,IN,LAGRANGE ,13450.49383,46959.90014,36.38880281,23981.42202,16.29845207,17.79563219,9.28177576,5.425249537,5.861720737,54.66283029,12392.0,677381.7929
7369,IN,UNION ,11457.27539,25711.54193,196.7319997,29960.52205,19.89084738,16.70770381,7.827891166,4.90785497,5.377211612,54.71150894,3038.0,166213.5641
21964,IN,STARKE ,13128.91092,59158.01728,10.89710958,27477.04357,18.36712118,17.9225574,8.035241304,4.962792545,5.424123087,54.71183552,9290.0,508272.952
39536,IN,HUNTINGTON ,12309.95152,51742.36195,34.52087344,27832.29072,18.78651336,17.17183293,7.761079522,5.220320455,5.804565297,54.74431157,15766.0,863098.8162
183979,IN,ELKHART ,13045.60231,65616.10644,9.961866727,24665.31766,16.88500951,18.28605757,8.259809652,5.415909487,6.000220728,54.84700695,69865.0,3831886.14
45814,IN,NOBLE ,12302.48007,46867.2626,16.79658898,28066.35341,18.89808291,16.54139263,8.273009124,5.297845543,5.837499282,54.84782948,17976.0,985944.5828
4755,IN,OHIO ,12289.38185,35836.19011,69.38897802,30579.0,20.48795568,16.40881244,7.56,5.191649825,5.792252883,55.44067082,2049.0,113597.9345
5821,IN,WARREN ,12650.08568,41559.50141,28.81448543,30674.01804,20.49293999,16.69061734,7.620922522,5.114020478,5.684217528,55.60271786,2427.0,134947.7962
16172,IN,FRANKLIN ,11446.09242,29579.03808,87.13394352,32153.91838,21.32928252,15.50298444,8.131070369,5.129450258,5.631174393,55.72396197,6553.0,365159.1228
38687,IN,DE KALB ,12338.77136,53612.77306,23.06482245,29182.92954,19.70947328,17.14825879,7.883577688,5.390121674,6.020220919,56.15165235,15534.0,872259.7676
44982,IN,MARSHALL ,13495.52998,60372.82833,19.191947,27515.0891,18.56416513,18.46512876,8.071084434,5.251575602,5.805357769,56.15731169,18103.0,1016615.814
39923,IN,DUBOIS ,13298.44004,43996.84915,12.51112382,29463.34494,19.86653435,17.12015826,7.882754553,5.363063659,5.985093417,56.21760424,15674.0,881154.7289
11516,IN,NEWTON ,13809.00185,56478.15564,15.76275645,29068.65309,19.38536024,18.4752065,7.953324071,5.014427664,5.499508031,56.32782651,4678.0,263501.5724
27094,IN,WELLS ,12545.74598,51424.3466,38.94805131,29670.20484,19.9794503,17.38386655,7.825360596,5.332076434,5.948081504,56.46883538,10800.0,609863.4221
24115,IN,POSEY ,13832.48835,46656.38954,11.91512352,29692.63707,19.94343674,17.69176669,7.790572673,5.241010825,5.83192154,56.49870846,10067.0,568772.4981
32968,IN,WHITLEY ,12683.98925,47328.31361,18.62158369,29923.19388,20.23433966,16.96659941,7.801632492,5.486279303,6.157312293,56.64616316,13472.0,763137.1101
35097,IN,HARRISON ,12213.54932,29625.1513,27.35832251,33626.99068,22.42050796,15.42163125,7.918521241,5.379508099,5.992272269,57.13244082,13976.0,798482.9928
10343,IN,BENTON ,13849.92952,55638.5585,26.73924676,30228.04534,20.14953945,18.68682398,7.756005028,5.041972225,5.566273827,57.20061452,4208.0,240700.1859
16378,IN,CARROLL ,13030.82165,48736.97341,36.04448961,30609.83594,20.56214694,17.60763408,7.840926243,5.34675538,5.963765438,57.32122809,6535.0,374594.2255
32030,IN,RIPLEY ,12816.15406,39430.10056,42.10101583,31646.56147,21.17918816,16.82829964,8.126469872,5.381030817,5.972747884,57.48773638,12380.0,711698.1763
20826,IN,SPENCER ,14425.60852,45548.49971,6.328596191,30982.32752,20.69856262,18.05751828,7.895921925,5.217874358,5.780408822,57.65028601,8602.0,495907.7602
73874,IN,MORGAN ,12500.19067,42872.06638,30.36501871,31690.84085,21.34120626,16.57788633,8.110227144,5.580533117,6.249445466,57.85929832,28775.0,1664901.309
15281,IN,TIPTON ,12776.22013,51698.83897,36.70413419,30629.97553,20.81170002,17.56634623,7.596967476,5.654747187,6.416218661,58.04597957,6321.0,366908.6369
120247,IN,JOHNSON ,13389.32042,56170.61661,7.199191905,28771.98946,19.77641233,17.94969226,7.901479122,5.906903593,6.710390575,58.24487788,47605.0,2772747.412
32928,IN,JASPER ,13336.94962,52761.15831,10.82165166,31924.38375,21.35709527,17.75520116,8.215391764,5.41824409,6.008549455,58.75448174,12221.0,718038.5213
140821,IN,PORTER ,13691.2466,67894.49386,2.948013238,28346.04849,19.53679991,18.90518958,7.866032552,5.925468741,6.744681059,58.97817184,55380.0,3266211.156
46864,IN,DEARBORN ,12766.44518,38966.55037,57.81635955,32722.89273,22.04087671,16.94441644,8.139750768,5.705189685,6.405064006,59.2352976,18126.0,1073699.004
52363,IN,WARRICK ,14534.57085,49373.83079,6.332347766,31062.05987,21.0910792,18.5022547,7.983086913,5.776612706,6.524845311,59.87787883,20540.0,1229891.631
45258,IN,BOONE ,13718.40885,51084.67574,33.14549448,30938.47947,21.15208536,18.37437493,8.010764285,5.992595968,6.816215089,60.34603564,17602.0,1062210.919
94969,IN,HENDRICKS ,13386.35942,51066.7298,25.08880095,31474.91268,21.54094805,17.9087734,8.121538818,6.121831556,6.970343912,60.66343573,35535.0,2155675.189
55941,IN,HANCOCK ,14217.48588,56959.4974,17.40645611,32285.10043,22.04586863,18.92690647,7.988856116,6.092169958,6.952610458,62.00641163,21402.0,1327061.222
181149,IN,HAMILTON ,15170.35055,57642.09871,14.62351792,29895.1236,21.24872986,20.00123358,8.240976931,7.222632088,8.43923768,65.15281014,453785.0,29565367.95
55039,KS,RILEY ,10975.82275,42152.26177,0.684091676,21510.54004,14.60040095,16.62338022,7.09610458,4.574720644,5.031534723,47.92614111,23067.0,1105512.297
34887,KS,GEARY ,11095.3096,45498.11268,1.841765709,19323.18675,13.03111152,16.96344195,8.689706768,4.63720329,4.884070602,48.20553413,12898.0,621754.9792
38960,KS,CRAWFORD ,12134.22647,46295.56347,0.0,21751.39204,14.57975499,18.01618416,7.074407341,4.306554895,4.67069128,48.64759267,17536.0,853084.185
3526,KS,WOODSON ,12561.92366,45796.69199,3.85330969,23244.93902,15.35103943,18.55628481,6.724339195,3.969573687,4.274446501,48.87568362,1946.0,95112.08033
36030,KS,LYON ,11462.15318,44811.67934,0.932133324,21593.2516,14.58182898,17.26711706,7.507766028,4.574204707,4.970114885,48.90103166,14832.0,725300.1016
8164,KS,GREENWOOD ,11866.04823,42866.16793,5.35261308,23857.90875,15.9503585,17.63121719,6.932656786,4.380773291,4.795516145,49.69052191,4667.0,231905.6658
5916,KS,NORTON ,11913.4112,57603.64694,3.937091329,22299.33807,14.99727297,18.77613371,6.811673428,4.368575558,4.790755124,49.74441079,2661.0,132369.8771
37056,KS,MONTGOMERY ,12968.99225,49820.83361,0.353048665,21190.92924,14.30010296,19.17089994,7.139107837,4.425188388,4.821980127,49.85727926,17569.0,875942.5393
27549,KS,ELLIS ,12124.20274,50625.43896,0.457386693,22303.31816,15.04151494,18.41627305,7.033934444,4.488043629,4.921983064,49.90174913,12129.0,605258.3152
161025,KS,WYANDOTTE ,12478.96881,59163.01453,0.233691384,19208.70551,13.1608587,19.21450563,7.916280764,4.752335553,5.151317671,50.19529832,66987.0,3362432.448
3111,KS,ELK ,12972.6986,50435.11668,2.698250888,23642.53455,15.67030955,19.25633239,6.739961427,4.120469409,4.45947251,50.24654529,1759.0,88383.67316
21903,KS,CHEROKEE ,12280.99388,43607.01311,0.987824789,23336.99612,15.54853331,18.02723127,7.518838515,4.407268501,4.744865582,50.24673718,9716.0,488197.2984
4398,KS,OSBORNE ,13198.5291,55856.36197,0.610637563,22567.68759,15.05355175,19.86949137,6.692107776,4.172842607,4.54019297,50.32818648,2396.0,120586.3348
98498,KS,DOUGLAS ,11770.45025,47765.71841,0.89641125,21883.58666,15.0539911,17.76960773,7.078166156,4.924233132,5.505209244,50.33120736,39751.0,2000715.824
22731,KS,LABETTE ,12663.21759,48902.89795,0.545667243,22918.41402,15.35297231,18.79689465,7.176664907,4.406387671,4.798376874,50.53129642,10283.0,519613.3211
3586,KS,JEWELL ,12692.28392,54450.7686,4.217997361,23563.26994,15.73065641,19.34325358,6.590078081,4.229914974,4.641952854,50.5358559,2003.0,101223.3194
2033,KS,COMANCHE ,13263.3677,51276.45465,0.0,23430.34579,15.64931784,19.60232296,6.577599606,4.236897514,4.647802902,50.71394083,1121.0,56850.32767
15340,KS,BOURBON ,12472.26149,46330.95629,1.599503861,23604.76838,15.76119965,18.46966506,7.340563885,4.443979301,4.816181587,50.83158948,7088.0,360294.3063
7607,KS,RUSSELL ,12772.53258,57723.22228,0.629858717,23332.48008,15.59147305,19.60168051,6.720070987,4.28037012,4.68436516,50.87795983,3984.0,202697.7919
3473,KS,DECATUR ,12551.13193,54036.3951,0.0,24090.56263,16.06941597,19.09756258,6.762887993,4.300704928,4.711038333,50.94160981,1819.0,92662.78824
10899,KS,BROWN ,12297.08253,52844.23668,7.510013971,23281.62428,15.57525029,18.86608526,7.335953757,4.446139117,4.829138992,51.05256742,4884.0,249340.7393
53503,KS,SALINE ,12449.61809,51418.50627,1.395760168,21978.6278,15.01611136,18.76732766,7.283307291,4.830446251,5.346351734,51.2435443,22690.0,1162716.02
2815,KS,RAWLINS ,12336.6724,53767.49614,5.093247445,24180.73037,16.20333622,18.92188875,6.828863233,4.434951553,4.886067053,51.27510681,1501.0,76963.93533
5541,KS,REPUBLIC ,13199.99234,54060.54334,2.591874517,23684.26909,15.84224318,19.75815866,6.627791012,4.30963609,4.737953734,51.27578268,2970.0,152289.0746
5845,KS,MORRIS ,12956.19678,48144.18883,2.579963046,23407.39418,15.72304899,19.0915297,7.079769033,4.497722576,4.931828571,51.32389887,3125.0,160387.184
14289,KS,ALLEN ,12786.43467,49942.74951,0.209662531,23683.28525,15.81495111,18.97792208,7.285093429,4.435120017,4.813756895,51.32684353,6430.0,330031.6039
9837,KS,WILSON ,12957.83973,49048.24271,1.166333883,23972.65762,15.9690809,19.10084548,7.223025313,4.381789353,4.750599792,51.42534085,4568.0,234910.957
10678,KS,CLOUD ,12729.38949,55363.09445,2.465392486,23626.42995,15.84165144,19.36192286,6.953914591,4.442782408,4.874149232,51.47442054,5054.0,260151.7214
28538,KS,BARTON ,12997.8898,56298.46986,1.067805634,22781.78345,15.33149172,19.64887668,7.229541664,4.532824781,4.953505948,51.69624079,13049.0,674584.2461
6433,KS,HARPER ,13908.57696,53012.71163,0.0,23665.94295,15.76276534,20.33274162,6.891563812,4.262937954,4.640882232,51.89089096,3216.0,166881.1053
64305,KS,RENO ,12868.13993,52932.06781,0.617369427,22679.49187,15.40449098,19.28810029,7.243162118,4.74575231,5.241607189,51.92311289,27477.0,1426691.373
36128,KS,COWLEY ,12875.87414,49224.32055,0.224999765,23377.34901,15.75678082,19.03979495,7.366152569,4.657604298,5.104329958,51.92466259,15612.0,810647.8324
16338,KS,ATCHISON ,12515.02459,53356.27986,3.289845503,23476.82648,15.78909867,18.95572902,7.511136614,4.652432233,5.074937092,51.98333362,6614.0,343817.7686
4071,KS,CHAUTAUQUA ,13606.26414,50880.84846,0.0,24765.14272,16.38102152,19.88025008,6.994686809,4.196797756,4.537907726,51.99066389,2019.0,104969.1504
7289,KS,MITCHELL ,12443.96093,55799.22198,3.752230731,24321.77336,16.36532606,19.20240011,6.95641103,4.600616169,5.083635318,52.20838868,3512.0,183355.8611
4497,KS,SMITH ,13227.82493,55416.06607,0.596616075,24931.67156,16.55843595,19.92143669,6.824302869,4.278870129,4.668754417,52.25180005,2292.0,119761.1257
7112,KS,PAWNEE ,12876.579,54853.9269,4.600383193,23802.17253,16.0731892,19.62444291,6.903792182,4.620449852,5.123512555,52.3453867,3066.0,160490.9556
8025,KS,DONIPHAN ,12426.2946,45157.35149,9.346992003,25606.81396,17.05428088,18.41268335,7.401816822,4.562526337,4.964169421,52.39547681,3388.0,177515.8754
3115,KS,CHEYENNE ,13051.68466,61417.65257,4.234382265,24312.22953,16.20938917,20.23818238,6.871126806,4.343090468,4.747628034,52.40941687,1607.0,84221.9329
16970,KS,NEOSHO ,12808.20383,49828.88878,0.503289666,24878.81202,16.59685773,19.00300454,7.355409546,4.535797494,4.934573199,52.42564251,7441.0,390099.2059
9117,KS,PRATT ,13578.28894,56820.21638,1.578814603,22295.77131,15.16169781,20.36418526,7.045992103,4.686325568,5.188787032,52.44698776,4415.0,231553.451
2709,KS,GRAHAM ,13285.03566,57030.04993,0.0,24614.0502,16.43765615,20.0561512,6.787198228,4.36689452,4.803884032,52.45178413,1419.0,74429.08168
2781,KS,CHASE ,12620.16908,47435.39579,2.732977042,26275.26717,17.47742694,18.67268745,7.000658037,4.455442302,4.889928778,52.49614351,1340.0,70344.8323
3420,KS,LINCOLN ,13318.51111,51418.39903,6.737611038,25236.74327,16.78374309,19.83454209,6.857754386,4.354129562,4.761552052,52.59172118,1783.0,93771.03886
3584,KS,RUSH ,13734.73161,56674.54901,0.766306577,24309.15123,16.25362885,20.4945252,6.707117746,4.355965429,4.798478238,52.60971546,1946.0,102378.5063
6818,KS,WASHINGTON ,13386.98102,55540.81675,4.115194275,24873.40936,16.50209751,20.14008693,7.058325022,4.312191422,4.677028329,52.68972921,3313.0,174561.0729
172029,KS,SHAWNEE ,12574.5109,51254.38745,1.204677615,22462.43956,15.54163211,18.89283501,7.283725477,5.184237898,5.826923129,52.72935362,74619.0,3934611.638
3343,KS,KIOWA ,14134.42395,54762.86063,0.936030019,23375.60395,15.68535747,20.77233469,7.032994316,4.451038782,4.878959,52.82068426,1667.0,88052.08067
22394,KS,SEWARD ,12680.54314,51208.45684,0.0,21784.7251,14.731334,18.85891221,8.93370635,4.990593432,5.327776119,52.84232211,7987.0,422051.6267
11139,KS,MARSHALL ,12678.5834,54623.98135,1.087736191,25364.5733,16.90673452,19.32417507,7.24902774,4.510315496,4.924042611,52.91429544,5077.0,268645.878
6707,KS,SHERMAN ,12187.16922,61251.6332,0.388410964,25629.42269,17.08208167,19.20097299,7.210985537,4.522974264,4.945082161,52.96209662,3159.0,167307.2632
5356,KS,BARBER ,14786.23426,53738.57104,0.0,24570.92476,16.49564219,19.72713008,7.068259895,4.606511735,5.068047163,52.96559107,2715.0,143801.5798
3038,KS,TREGO ,13741.66229,55439.15979,0.0,25192.16853,16.73331375,20.53641345,6.773660303,4.29146927,4.691675867,53.02653263,1492.0,79115.58669
5973,KS,PHILLIPS ,12707.99953,59138.3325,0.505995633,24644.17529,16.58830911,19.64174893,7.05446007,4.644127342,5.139648472,53.06829392,3073.0,163078.8672
3619,KS,NESS ,12674.33156,45396.38686,7.310178063,27536.8588,18.30213462,18.81049487,6.716750484,4.476286722,4.949362027,53.25502872,1925.0,102515.9303
4603,KS,STAFFORD ,14283.42158,54606.58788,3.982772596,23778.52444,15.92439042,21.00171376,7.030890723,4.449432224,4.869855062,53.27628218,2373.0,126424.6176
5723,KS,ROOKS ,13963.80409,59439.30132,0.0,24407.20077,16.26040377,20.944106,6.961373406,4.360046077,4.754615178,53.28054444,2778.0,148013.3524
9353,KS,LINN ,12528.26863,36266.79522,1.220522732,27188.20411,18.13834154,17.83381109,7.44948145,4.712728584,5.181154027,53.3155167,4603.0,245411.3234
3493,KS,EDWARDS ,13920.4104,56110.49349,0.940829795,24367.70455,16.27882873,20.64778222,7.0671858,4.464222074,4.87454613,53.33256496,1758.0,93758.64919
8542,KS,CLAY ,12637.79579,51793.70368,7.739946934,25779.23706,17.26314569,19.17172079,7.194345587,4.653151732,5.126465228,53.40882903,3929.0,209843.2893
454914,KS,SEDGWICK ,13148.65853,50150.50167,0.369163632,21974.58654,15.29333558,19.41460235,7.674797083,5.367361204,6.017414304,53.76751052,192006.0,10323684.62
10944,KS,RICE ,13447.12491,57708.71038,0.986687123,24269.70687,16.33221399,20.29791755,7.306609101,4.685079443,5.149383126,53.77120321,4844.0,260467.7083
32323,KS,FORD ,12441.38248,56791.88106,1.412958202,22983.13062,15.52317516,19.0554111,8.786159391,5.0383489,5.413859402,53.81695395,11601.0,624330.4827
6173,KS,ELLSWORTH ,13501.47683,58323.07346,3.502381916,24564.35979,16.60872778,20.44096907,6.927584643,4.728282328,5.267203011,53.97276682,2736.0,147669.49
8683,KS,ANDERSON ,12877.56547,43741.87139,0.0,27188.11943,18.07967623,18.72611681,7.445811356,4.666981153,5.093203942,54.01178949,3869.0,208971.6135
2745,KS,HAMILTON ,13239.06472,55683.79219,0.0,26164.6612,17.38447284,19.86646622,7.488032787,4.541737563,4.936420394,54.2171298,1241.0,67283.45808
13418,KS,MARION ,14021.65895,51540.6364,3.680840494,25644.76353,17.13029226,20.48422402,7.419256223,4.638642393,5.070725656,54.74314055,5904.0,323203.5018
34321,KS,HARVEY ,12985.16317,48892.38605,2.105232408,25389.99487,17.24931475,19.21286474,7.53036887,5.111295911,5.687535355,54.79137962,13934.0,763463.0837
19731,KS,DICKINSON ,13435.03676,51381.6453,1.521611261,26440.98201,17.74737412,19.81755387,7.2261487,4.794358413,5.305976235,54.89141133,8878.0,487325.9498
8126,KS,THOMAS ,13145.39483,59652.17486,0.0,25788.16453,17.36245421,20.15878183,7.325467635,4.847194232,5.362640736,55.05653864,3563.0,196166.4472
40366,KS,FINNEY ,13063.90621,55962.09826,0.0,23618.443,15.90923229,19.6101003,9.258941188,5.155667911,5.502612341,55.43655403,13701.0,759536.2267
1456,KS,GREELEY ,13723.85124,57163.04323,3.125785881,26888.0,17.89621398,20.54999529,7.41,4.662068731,5.090187675,55.60846568,681.0,37869.36513
10726,KS,NEMAHA ,13509.77909,52080.90022,4.616532982,26787.29265,17.85320839,20.06427259,7.765091367,4.761853032,5.18607184,55.63049722,4338.0,241325.097
2442,KS,CLARK ,14484.56694,56700.27338,0.0,26556.8751,17.67599225,21.23639962,7.203624079,4.572530286,5.005084366,55.6936306,1123.0,62543.94716
25424,KS,FRANKLIN ,13004.14045,47886.22037,1.32557472,27514.80227,18.46815739,19.11251504,7.716002596,5.002970289,5.524180965,55.82382627,10441.0,582856.5701
8047,KS,KINGMAN ,13247.19494,48453.23137,3.616687119,27946.0768,18.70078201,19.486675,7.445480303,4.868975553,5.389361162,55.89127402,3605.0,201488.0429
9074,KS,COFFEY ,12834.90578,43822.65886,4.963836848,29100.42242,19.40569192,18.70981386,7.47287635,4.898809639,5.408596623,55.8957884,3961.0,221403.2178
2160,KS,LANE ,14047.20066,58695.36999,0.0,26726.19583,17.91371013,20.97082735,7.06125,4.727746149,5.245373126,55.91890676,1064.0,59497.71679
